Sequence Name	GI	Percent Identity	Length	e-value	Query Start	Query End	Subject Start	Subject End	Gaps	Score	Bits
S1867601	gi|146739105|prk	100.00	29	0	0	3	31	1111	1083	1e-11	54.7
S1873243	gi|32130540|psbO	95.08	61	0	3	1	58	1066	1006	4e-23	93.5
S1874627	gi|14456617|Na-ATPase	100.00	29	0	0	3	31	3949	3921	1e-11	54.7
S1880548	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	1821	1790	2e-13	60.2
S1900601	gi|355398356|NR2-2/2HbN	100.00	36	0	0	1	36	616	581	1e-15	67.6
S1900601	gi|240129575|NR1	100.00	36	0	0	1	36	652	617	1e-15	67.6
S1900907	gi|32130540|psbO	97.30	37	1	0	1	37	691	655	2e-14	63.9
S1903401	gi|32130540|psbO	100.00	32	0	0	1	32	760	729	2e-13	60.2
S1908637	gi|146739105|prk	96.61	59	0	2	1	57	299	241	3e-24	97.1
S1920688	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	2645	2615	8e-13	58.4
S1954115	gi|32130540|psbO	100.00	30	0	0	2	31	903	874	3e-12	56.5
S1956806	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	3355	3324	2e-13	60.2
S1994019	gi|240129575|NR1	100.00	31	0	0	35	65	1	31	2e-12	58.4
S2000001	gi|32130540|psbO	100.00	31	0	0	2	32	217	187	7e-13	58.4
S2000002	gi|32130540|psbO	100.00	30	0	0	2	31	217	188	3e-12	56.5
S2000003	gi|32130540|psbO	100.00	30	0	0	2	31	217	188	3e-12	56.5
S2000004	gi|32130540|psbO	100.00	30	0	0	2	31	217	188	3e-12	56.5
S2002036	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	2766	2735	2e-13	60.2
S2033711	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	793	763	7e-13	58.4
S2049280	gi|146739105|prk	100.00	30	0	0	1	30	515	486	5e-12	56.5
S2070489	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	2171	2140	2e-13	60.2
S2080094	gi|32130540|psbO	100.00	31	0	0	1	31	871	841	7e-13	58.4
S2080095	gi|32130540|psbO	100.00	32	0	0	1	32	871	840	2e-13	60.2
S2118246	gi|146739105|prk	100.00	29	0	0	3	31	1168	1140	1e-11	54.7
S2129434	gi|32130540|psbO	100.00	30	0	0	3	32	925	896	3e-12	56.5
S2214627	gi|32130540|psbO	100.00	29	0	0	3	31	853	881	1e-11	54.7
S2222273	gi|146739105|prk	100.00	32	0	0	1	32	941	910	2e-13	60.2
S2223144	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	3246	3215	2e-13	60.2
S2228083	gi|14456617|Na-ATPase	100.00	29	0	0	3	31	3075	3047	1e-11	54.7
S2262930	gi|14456617|Na-ATPase	100.00	29	0	0	3	31	2378	2350	1e-11	54.7
S2265726	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	3349	3318	2e-13	60.2
S2267381	gi|32130540|psbO	100.00	29	0	0	1	29	837	809	2e-11	54.7
S2267381	gi|32130540|psbO	100.00	28	0	0	25	52	852	879	6e-11	52.8
S2280160	gi|32130540|psbO	100.00	32	0	0	1	32	798	767	2e-13	60.2
S2305587	gi|32130540|psbO	100.00	30	0	0	3	32	826	797	3e-12	56.5
S2315713	gi|32130540|psbO	100.00	32	0	0	1	32	399	368	2e-13	60.2
S2330376	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	1805	1774	2e-13	60.2
S2332715	gi|14456617|Na-ATPase	100.00	31	0	0	2	32	115	85	7e-13	58.4
S2363564	gi|14456617|Na-ATPase	100.00	29	0	0	3	31	3190	3162	1e-11	54.7
S2441962	gi|14456617|Na-ATPase	100.00	29	0	0	3	31	3243	3215	1e-11	54.7
S2447601	gi|32130540|psbO	100.00	28	0	0	4	31	165	138	4e-11	52.8
S2489899	gi|32130540|psbO	100.00	28	0	0	4	31	814	787	4e-11	52.8
S2537235	gi|14456617|Na-ATPase	100.00	31	0	0	4	34	2642	2612	8e-13	58.4
S2537236	gi|14456617|Na-ATPase	100.00	28	0	0	4	31	2642	2615	4e-11	52.8
S2538688	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	2037	2006	2e-13	60.2
S2538689	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	2037	2007	7e-13	58.4
S2587796	gi|355398356|NR2-2/2HbN	93.65	63	4	0	1	63	2197	2135	1e-23	95.3
S2587796	gi|240129575|NR1	93.65	63	4	0	1	63	1912	1850	1e-23	95.3
S2621974	gi|32130540|psbO	100.00	32	0	0	1	32	912	881	2e-13	60.2
S2621978	gi|32130540|psbO	100.00	31	0	0	1	31	912	882	7e-13	58.4
S2629015	gi|146739105|prk	100.00	30	0	0	3	32	1070	1041	3e-12	56.5
S2661417	gi|146739105|prk	100.00	32	0	0	1	32	668	637	2e-13	60.2
S2692349	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	3247	3217	7e-13	58.4
S2698928	gi|146739105|prk	100.00	30	0	0	2	31	549	520	3e-12	56.5
S2731976	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	3427	3396	2e-13	60.2
S2744331	gi|32130540|psbO	100.00	29	0	0	3	31	624	596	1e-11	54.7
S2766533	gi|14456617|Na-ATPase	97.06	34	1	0	1	34	2512	2479	8e-13	58.4
S2770383	gi|146739105|prk	100.00	30	0	0	2	31	939	910	3e-12	56.5
S2772704	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	978	948	4e-12	58.4
S2778431	gi|32130540|psbO	100.00	31	0	0	2	32	836	806	7e-13	58.4
S2778432	gi|32130540|psbO	100.00	30	0	0	2	31	836	807	3e-12	56.5
S2781146	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	1260	1229	2e-13	60.2
S2781518	gi|32130540|psbO	94.87	39	2	0	18	56	934	896	1e-13	62.1
S2781518	gi|32130540|psbO	100.00	30	0	0	1	30	813	784	5e-12	56.5
S2816511	gi|355398356|NR2-2/2HbN	97.14	35	1	0	1	35	1393	1359	2e-13	60.2
S2816511	gi|240129575|NR1	97.14	35	1	0	1	35	1429	1395	2e-13	60.2
S2879855	gi|32130540|psbO	100.00	30	0	0	3	32	301	272	3e-12	56.5
S2885653	gi|32130540|psbO	100.00	32	0	0	1	32	816	785	2e-13	60.2
S2899868	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	3245	3214	2e-13	60.2
S2899869	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	3245	3215	7e-13	58.4
S2919261	gi|146739105|prk	100.00	29	0	0	3	31	1045	1017	1e-11	54.7
S2930770	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	119	89	8e-12	58.4
S2958362	gi|14456617|Na-ATPase	97.14	35	1	0	1	35	1939	1905	2e-13	60.2
S2994446	gi|32130540|psbO	100.00	32	0	0	1	32	761	730	2e-13	60.2
S3025184	gi|32130540|psbO	100.00	30	0	0	3	32	826	797	3e-12	56.5
S3072530	gi|146739105|prk	100.00	32	0	0	1	32	605	574	2e-13	60.2
S3081060	gi|32130540|psbO	100.00	30	0	0	3	32	301	272	3e-12	56.5
S3083419	gi|32130540|psbO	100.00	32	0	0	1	32	902	871	2e-13	60.2
S3096095	gi|32130540|psbO	100.00	28	0	0	4	31	681	654	4e-11	52.8
S3120054	gi|32130540|psbO	97.14	35	1	0	1	35	884	850	2e-13	60.2
S3129193	gi|32130540|psbO	96.97	33	0	1	24	55	885	853	2e-11	54.7
S3190210	gi|32130540|psbO	100.00	32	0	0	1	32	819	788	2e-13	60.2
S3192515	gi|32130540|psbO	100.00	32	0	0	1	32	182	151	2e-13	60.2
S3272104	gi|32130540|psbO	100.00	29	0	0	3	31	244	216	1e-11	54.7
S3283189	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	2509	2478	2e-13	60.2
S3283190	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	2509	2479	7e-13	58.4
S3289245	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	3051	3021	8e-13	58.4
S3293629	gi|32130540|psbO	100.00	32	0	0	1	32	726	695	2e-13	60.2
S3294456	gi|146739105|prk	100.00	31	0	0	3	33	1173	1143	8e-13	58.4
S3297362	gi|32130540|psbO	100.00	29	0	0	3	31	744	772	1e-11	54.7
S3338116	gi|32130540|psbO	96.67	60	0	1	1	58	730	671	9e-25	99.0
S3342710	gi|32130540|psbO	100.00	29	0	0	3	31	293	265	1e-11	54.7
S3375535	gi|32130540|psbO	100.00	30	0	0	1	30	777	748	5e-12	56.5
S3375733	gi|32130540|psbO	100.00	28	0	0	4	31	1049	1022	4e-11	52.8
S3378006	gi|32130540|psbO	100.00	29	0	0	27	55	748	720	2e-11	54.7
S3378006	gi|32130540|psbO	100.00	29	0	0	1	29	729	757	2e-11	54.7
S3381577	gi|14456617|Na-ATPase	100.00	30	0	0	2	31	880	851	3e-12	56.5
S3382868	gi|146739105|prk	100.00	32	0	0	1	32	1137	1106	2e-13	60.2
S3403983	gi|32130540|psbO	94.92	59	0	1	1	56	334	276	5e-22	89.8
S3404984	gi|32130540|psbO	100.00	30	0	0	2	31	165	136	3e-12	56.5
S3461672	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	2686	2656	8e-13	58.4
S3489821	gi|32130540|psbO	100.00	30	0	0	23	52	256	227	5e-12	56.5
S3489821	gi|32130540|psbO	100.00	29	0	0	1	29	166	138	2e-11	54.7
S3503653	gi|32130540|psbO	100.00	30	0	0	1	30	839	868	3e-12	56.5
S3528777	gi|146739105|prk	96.43	56	0	1	1	54	780	725	1e-22	91.6
S3552835	gi|355398356|NR2-2/2HbN	100.00	35	0	0	1	35	1393	1359	5e-15	65.8
S3552835	gi|240129575|NR1	100.00	35	0	0	1	35	1429	1395	5e-15	65.8
S3560585	gi|146739105|prk	100.00	31	0	0	2	32	1070	1040	7e-13	58.4
S3633048	gi|32130540|psbO	93.44	61	2	2	1	59	517	457	6e-22	89.8
S3651720	gi|32130540|psbO	100.00	28	0	0	4	31	243	216	4e-11	52.8
S3651722	gi|32130540|psbO	100.00	28	0	0	4	31	243	216	4e-11	52.8
S3671443	gi|32130540|psbO	100.00	28	0	0	24	51	781	808	6e-11	52.8
S3671443	gi|32130540|psbO	100.00	28	0	0	1	28	878	851	6e-11	52.8
S3707855	gi|146739105|prk	100.00	30	0	0	23	52	581	552	5e-12	56.5
S3707855	gi|146739105|prk	100.00	30	0	0	1	30	627	598	5e-12	56.5
S3748477	gi|146739105|prk	100.00	31	0	0	10	40	821	851	1e-12	58.4
S3759612	gi|32130540|psbO	100.00	32	0	0	1	32	543	512	2e-13	60.2
S3791262	gi|14456617|Na-ATPase	100.00	28	0	0	4	31	3048	3021	4e-11	52.8
S3803806	gi|32130540|psbO	100.00	29	0	0	3	31	1048	1020	1e-11	54.7
S3820099	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	1939	1909	7e-13	58.4
S3827118	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	3321	3291	1e-12	58.4
S3827118	gi|14456617|Na-ATPase	100.00	31	0	0	25	55	3363	3333	1e-12	58.4
S3861359	gi|14456617|Na-ATPase	100.00	31	0	0	4	34	1040	1010	8e-13	58.4
S3890254	gi|14456617|Na-ATPase	100.00	30	0	0	2	31	2036	2007	3e-12	56.5
S3890255	gi|14456617|Na-ATPase	100.00	31	0	0	2	32	2036	2006	7e-13	58.4
S3898155	gi|32130540|psbO	100.00	31	0	0	1	31	645	615	2e-12	58.4
S3898155	gi|32130540|psbO	100.00	30	0	0	28	57	698	669	6e-12	56.5
S3911551	gi|14456617|Na-ATPase	100.00	29	0	0	3	31	3277	3305	1e-11	54.7
S3926737	gi|32130540|psbO	100.00	31	0	0	2	32	1010	980	7e-13	58.4
S3926738	gi|32130540|psbO	100.00	30	0	0	2	31	1010	981	3e-12	56.5
S3954476	gi|32130540|psbO	100.00	31	0	0	25	55	643	613	1e-12	58.4
S3954476	gi|32130540|psbO	100.00	29	0	0	1	29	539	511	2e-11	54.7
S3970631	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	1729	1699	1e-12	58.4
S3970631	gi|14456617|Na-ATPase	100.00	31	0	0	20	50	1821	1791	1e-12	58.4
S3974516	gi|32130540|psbO	100.00	30	0	0	2	31	883	854	3e-12	56.5
S3994652	gi|32130540|psbO	100.00	29	0	0	3	31	677	649	1e-11	54.7
S4003283	gi|32130540|psbO	100.00	32	0	0	1	32	739	770	2e-13	60.2
S4021614	gi|355398356|NR2-2/2HbN	100.00	32	0	0	1	32	611	580	2e-13	60.2
S4021614	gi|240129575|NR1	100.00	32	0	0	1	32	647	616	2e-13	60.2
S4023725	gi|32130540|psbO	100.00	30	0	0	2	31	217	188	3e-12	56.5
S4049468	gi|14456617|Na-ATPase	100.00	31	0	0	107	137	3950	3920	4e-12	58.4
S4051951	gi|32130540|psbO	100.00	34	0	0	1	34	825	792	2e-14	63.9
S4052449	gi|14456617|Na-ATPase	97.22	36	1	0	1	36	3443	3408	1e-13	62.1
S4052449	gi|14456617|Na-ATPase	100.00	30	0	0	30	59	3333	3362	6e-12	56.5
S4053906	gi|14456617|Na-ATPase	76.68	253	43	15	1	245	1792	1548	2e-32	 126
S4055154	gi|14456617|Na-ATPase	100.00	34	0	0	1	34	3018	3051	2e-14	63.9
S4058788	gi|14456617|Na-ATPase	100.00	35	0	0	1	35	85	119	5e-15	65.8
S4061579	gi|14456617|Na-ATPase	100.00	34	0	0	1	34	216	249	2e-14	63.9
S4065892	gi|14456617|Na-ATPase	100.00	34	0	0	1	34	2249	2282	2e-14	63.9
S4067258	gi|14456617|Na-ATPase	100.00	44	0	0	1	44	2779	2736	7e-20	82.4
S4067457	gi|146739105|prk	100.00	34	0	0	1	34	879	846	2e-14	63.9
S4069938	gi|146739105|prk	100.00	34	0	0	1	34	997	1030	2e-14	63.9
S4076056	gi|32130540|psbO	100.00	33	0	0	1	33	786	818	6e-14	62.1
S4083701	gi|14456617|Na-ATPase	100.00	33	0	0	1	33	3355	3387	6e-14	62.1
S4086812	gi|32130540|psbO	100.00	35	0	0	1	35	845	879	5e-15	65.8
S4094577	gi|32130540|psbO	100.00	33	0	0	1	33	645	613	6e-14	62.1
S4100142	gi|32130540|psbO	100.00	39	0	0	1	39	796	758	3e-17	73.1
S4104080	gi|32130540|psbO	100.00	38	0	0	1	38	1019	982	1e-16	71.3
S4107129	gi|146739105|prk	100.00	34	0	0	1	34	922	955	2e-14	63.9
S4107836	gi|32130540|psbO	100.00	30	0	0	1	30	697	668	5e-12	56.5
S4107836	gi|32130540|psbO	100.00	30	0	0	27	56	711	740	5e-12	56.5
S4108905	gi|146739105|prk	100.00	33	0	0	1	33	361	393	6e-14	62.1
S4111977	gi|32130540|psbO	100.00	30	0	0	24	53	854	883	5e-12	56.5
S4111977	gi|32130540|psbO	94.29	35	1	1	1	34	867	901	7e-11	52.8
S4114308	gi|146739105|prk	100.00	36	0	0	1	36	593	558	1e-15	67.6
S4115461	gi|14456617|Na-ATPase	100.00	38	0	0	1	38	3296	3333	1e-16	71.3
S4117671	gi|146739105|prk	100.00	34	0	0	1	34	710	677	2e-14	63.9
S4117840	gi|14456617|Na-ATPase	100.00	31	0	0	27	57	3416	3446	2e-12	58.4
S4117840	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	3429	3459	2e-12	58.4
S4118784	gi|32130540|psbO	100.00	35	0	0	1	35	923	889	5e-15	65.8
S4119979	gi|355398356|NR2-2/2HbN	92.37	118	9	0	1	118	1753	1636	2e-45	 169
S4121839	gi|32130540|psbO	100.00	40	0	0	1	40	889	850	1e-17	75.0
S4122981	gi|14456617|Na-ATPase	100.00	31	0	0	20	50	1303	1333	1e-12	58.4
S4124300	gi|14456617|Na-ATPase	100.00	33	0	0	1	33	2317	2349	6e-14	62.1
S4124678	gi|146739105|prk	100.00	43	0	0	1	43	568	526	2e-19	80.5
S4126418	gi|32130540|psbO	100.00	37	0	0	1	37	271	307	4e-16	69.4
S4127773	gi|14456617|Na-ATPase	100.00	45	0	0	1	45	3242	3198	2e-20	84.2
S4128923	gi|146739105|prk	100.00	34	0	0	1	34	623	590	2e-14	63.9
S4129640	gi|14456617|Na-ATPase	100.00	34	0	0	1	34	3320	3353	2e-14	63.9
S4132485	gi|32130540|psbO	100.00	31	0	0	1	31	990	1020	2e-12	58.4
S4132485	gi|32130540|psbO	100.00	30	0	0	27	56	1011	982	5e-12	56.5
S4132785	gi|32130540|psbO	100.00	33	0	0	1	33	213	245	6e-14	62.1
S4135598	gi|14456617|Na-ATPase	100.00	31	0	0	27	57	3783	3753	2e-12	58.4
S4138050	gi|14456617|Na-ATPase	100.00	39	0	0	1	39	1317	1355	3e-17	73.1
S4139554	gi|32130540|psbO	100.00	33	0	0	1	33	180	148	6e-14	62.1
S4144661	gi|14456617|Na-ATPase	100.00	34	0	0	1	34	1905	1938	2e-14	63.9
S4148539	gi|14456617|Na-ATPase	100.00	34	0	0	1	34	2612	2645	2e-14	63.9
S4150551	gi|32130540|psbO	100.00	33	0	0	1	33	145	177	6e-14	62.1
S4152853	gi|146739105|prk	100.00	34	0	0	1	34	1142	1109	2e-14	63.9
S4154563	gi|14456617|Na-ATPase	100.00	33	0	0	1	33	3462	3430	6e-14	62.1
S4156370	gi|32130540|psbO	100.00	33	0	0	1	33	197	229	6e-14	62.1
S4158417	gi|14456617|Na-ATPase	100.00	33	0	0	1	33	61	93	6e-14	62.1
S4164562	gi|14456617|Na-ATPase	100.00	34	0	0	1	34	3073	3040	2e-14	63.9
S4164975	gi|32130540|psbO	100.00	31	0	0	25	55	732	762	1e-12	58.4
S4164975	gi|32130540|psbO	94.74	38	1	1	1	37	785	822	1e-12	58.4
S4167843	gi|146739105|prk	100.00	39	0	0	1	39	613	575	3e-17	73.1
S4168041	gi|14456617|Na-ATPase	100.00	28	0	0	8	35	3704	3677	4e-11	52.8
S4171241	gi|14456617|Na-ATPase	100.00	35	0	0	1	35	2652	2686	5e-15	65.8
S4173421	gi|32130540|psbO	100.00	34	0	0	1	34	813	780	2e-14	63.9
S4173472	gi|14456617|Na-ATPase	100.00	35	0	0	1	35	3368	3334	5e-15	65.8
S4173648	gi|14456617|Na-ATPase	100.00	38	0	0	1	38	3977	3940	1e-16	71.3
S4176366	gi|14456617|Na-ATPase	100.00	34	0	0	1	34	3598	3631	2e-14	63.9
S4176589	gi|14456617|Na-ATPase	100.00	41	0	0	1	41	871	831	3e-18	76.8
S4178347	gi|146739105|prk	100.00	39	0	0	1	39	646	684	3e-17	73.1
S4183420	gi|14456617|Na-ATPase	100.00	36	0	0	1	36	1975	1940	1e-15	67.6
S4184793	gi|146739105|prk	100.00	37	0	0	1	37	1118	1154	4e-16	69.4
S4186558	gi|32130540|psbO	100.00	41	0	0	1	41	781	741	3e-18	76.8
S4187685	gi|32130540|psbO	97.30	37	1	0	1	37	348	312	2e-14	63.9
S4187790	gi|14456617|Na-ATPase	100.00	31	0	0	21	51	1312	1342	1e-12	58.4
S4187957	gi|146739105|prk	95.12	41	2	0	1	41	639	679	6e-15	65.8
S4188146	gi|32130540|psbO	92.54	67	3	2	1	65	1080	1014	1e-23	95.3
S4188471	gi|146739105|prk	95.12	41	2	0	1	41	1177	1137	6e-15	65.8
S4188962	gi|32130540|psbO	97.30	37	1	0	1	37	184	148	2e-14	63.9
S4190325	gi|14456617|Na-ATPase	97.22	36	1	0	1	36	1277	1242	7e-14	62.1
S4191754	gi|32130540|psbO	86.54	52	6	1	1	52	513	563	6e-12	56.5
S4191754	gi|32130540|psbO	100.00	28	0	0	33	60	503	530	8e-11	52.8
S4192667	gi|146739105|prk	97.30	37	1	0	1	37	997	1033	2e-14	63.9
S4193588	gi|14456617|Na-ATPase	97.22	36	1	0	2	37	763	798	7e-14	62.1
S4193664	gi|14456617|Na-ATPase	97.14	35	1	0	1	35	3333	3299	2e-13	60.2
S4194711	gi|32130540|psbO	97.30	37	1	0	1	37	1053	1017	2e-14	63.9
S4195583	gi|14456617|Na-ATPase	100.00	31	0	0	22	52	3228	3198	1e-12	58.4
S4195583	gi|14456617|Na-ATPase	100.00	28	0	0	1	28	3054	3027	6e-11	52.8
S4196262	gi|146739105|prk	97.30	37	1	0	1	37	681	645	2e-14	63.9
S4197277	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	1810	1774	2e-14	63.9
S4198089	gi|32130540|psbO	100.00	34	0	0	1	34	845	812	2e-14	63.9
S4200672	gi|14456617|Na-ATPase	97.22	36	1	0	1	36	3877	3912	7e-14	62.1
S4201541	gi|32130540|psbO	100.00	31	0	0	22	52	825	855	1e-12	58.4
S4201858	gi|32130540|psbO	96.67	60	0	2	1	58	698	757	9e-25	99.0
S4205562	gi|146739105|prk	100.00	41	0	0	1	41	207	167	3e-18	76.8
J4207482	gi|14456617|Na-ATPase	98.98	98	0	1	2	98	294	197	5e-47	 174
J4207482	gi|14456617|Na-ATPase	98.67	75	0	1	96	169	294	220	3e-34	 132
J4210165	gi|14456617|Na-ATPase	97.30	37	1	0	1	37	3249	3213	2e-14	63.9
J4210166	gi|14456617|Na-ATPase	100.00	49	0	0	31	79	3306	3258	2e-22	91.6
J4210166	gi|14456617|Na-ATPase	97.14	35	1	0	1	35	3249	3215	6e-13	60.2
J4212228	gi|355398356|NR2-2/2HbN	97.14	210	4	2	15	223	2833	2625	8e-101	 353
J4212228	gi|240129575|NR1	97.14	210	4	2	15	223	2548	2340	8e-101	 353
J4215622	gi|32130540|psbO	99.42	172	1	0	1	172	172	1	1e-88	 313
J4217640	gi|32130540|psbO	98.80	167	2	0	142	308	197	31	6e-84	 298
J4217640	gi|32130540|psbO	98.66	149	2	0	1	149	31	179	6e-74	 265
J4219761	gi|14456617|Na-ATPase	100.00	55	0	0	1	55	1347	1293	1e-25	 102
J4219761	gi|14456617|Na-ATPase	100.00	41	0	0	48	88	1325	1365	7e-18	76.8
J4232447	gi|14456617|Na-ATPase	98.61	72	1	0	60	131	3015	2944	3e-33	 128
J4232447	gi|14456617|Na-ATPase	100.00	66	0	0	1	66	3008	2943	1e-31	 122
J4236646	gi|146739105|prk	98.57	70	1	0	3	72	1070	1001	2e-32	 124
J4238381	gi|32130540|psbO	100.00	69	0	0	37	105	684	616	2e-33	 128
J4238381	gi|32130540|psbO	100.00	38	0	0	1	38	540	503	4e-16	71.3
J4240059	gi|14456617|Na-ATPase	97.83	46	1	0	17	62	3993	3948	4e-19	80.5
J4242121	gi|32130540|psbO	100.00	50	0	0	1	50	760	711	7e-23	93.5
J4242121	gi|32130540|psbO	100.00	36	0	0	47	82	924	889	4e-15	67.6
J4243892	gi|14456617|Na-ATPase	100.00	57	0	0	31	87	3249	3305	9e-27	 106
J4243892	gi|14456617|Na-ATPase	87.27	55	5	2	1	54	3361	3308	2e-13	62.1
J4246271	gi|32130540|psbO	95.65	46	2	0	1	46	540	495	2e-17	75.0
J4246271	gi|32130540|psbO	97.37	38	1	0	36	73	580	543	1e-14	65.8
J4247184	gi|32130540|psbO	100.00	37	0	0	1	37	752	788	9e-16	69.4
J4247184	gi|32130540|psbO	100.00	37	0	0	32	68	788	752	9e-16	69.4
J4247953	gi|14456617|Na-ATPase	100.00	48	0	0	1	48	3125	3078	8e-22	89.8
J4247953	gi|14456617|Na-ATPase	100.00	35	0	0	42	76	3039	3073	1e-14	65.8
J4248207	gi|14456617|Na-ATPase	97.92	144	0	1	1	141	2766	2623	9e-69	 246
J4252224	gi|14456617|Na-ATPase	100.00	60	0	0	1	60	3458	3399	2e-28	 111
J4252224	gi|14456617|Na-ATPase	100.00	41	0	0	60	100	3363	3403	8e-18	76.8
J4252527	gi|14456617|Na-ATPase	100.00	52	0	0	33	84	2368	2317	5e-24	97.1
J4252527	gi|14456617|Na-ATPase	100.00	42	0	0	1	42	2349	2308	2e-18	78.7
J4253158	gi|14456617|Na-ATPase	100.00	41	0	0	1	41	1365	1325	6e-18	76.8
J4253158	gi|14456617|Na-ATPase	100.00	41	0	0	36	76	1366	1326	6e-18	76.8
J4255026	gi|14456617|Na-ATPase	100.00	41	0	0	56	96	3988	3948	8e-18	76.8
J4255033	gi|14456617|Na-ATPase	100.00	46	0	0	1	46	542	497	1e-20	86.1
J4255033	gi|14456617|Na-ATPase	100.00	46	0	0	39	84	543	498	1e-20	86.1
J4257145	gi|355398356|NR2-2/2HbN	94.87	78	4	0	1	78	245	168	8e-32	 122
J4257145	gi|240129575|NR1	94.87	78	4	0	1	78	281	204	8e-32	 122
J4259321	gi|14456617|Na-ATPase	98.41	63	1	0	1	63	427	365	3e-28	 111
J4259321	gi|14456617|Na-ATPase	98.08	52	1	0	58	109	428	377	3e-22	91.6
J4259493	gi|32130540|psbO	98.44	64	1	0	1	64	788	851	6e-29	 113
J4259493	gi|32130540|psbO	100.00	41	0	0	60	100	869	829	8e-18	76.8
J4263807	gi|146739105|prk	100.00	110	0	0	1	110	286	177	6e-56	 204
J4263807	gi|146739105|prk	98.00	50	1	0	104	153	420	371	6e-21	87.9
J4264017	gi|355398356|NR2-2/2HbN	92.96	142	7	2	1	142	1409	1271	5e-56	 204
J4264017	gi|240129575|NR1	92.96	142	7	2	1	142	1445	1307	5e-56	 204
J4264898	gi|14456617|Na-ATPase	93.75	192	12	0	1	192	2641	2450	2e-81	 289
J4266977	gi|14456617|Na-ATPase	98.40	125	1	1	1	124	1231	1107	3e-60	 219
J4266977	gi|14456617|Na-ATPase	98.06	103	2	0	113	215	1129	1231	1e-48	 180
J4271176	gi|14456617|Na-ATPase	100.00	38	0	0	1	38	1347	1310	2e-16	71.3
J4271176	gi|14456617|Na-ATPase	100.00	32	0	0	34	65	1347	1316	5e-13	60.2
J4271630	gi|32130540|psbO	100.00	53	0	0	28	80	840	788	1e-24	99.0
J4271630	gi|32130540|psbO	100.00	35	0	0	1	35	813	779	1e-14	65.8
J4273413	gi|14456617|Na-ATPase	100.00	42	0	0	1	42	3047	3006	2e-18	78.7
J4273413	gi|14456617|Na-ATPase	100.00	35	0	0	36	70	3354	3320	1e-14	65.8
J4273982	gi|355398356|NR2-2/2HbN	93.06	216	15	0	3	218	396	611	1e-89	 316
J4273982	gi|240129575|NR1	93.06	216	15	0	3	218	432	647	1e-89	 316
J4276152	gi|14456617|Na-ATPase	98.90	91	1	0	1	91	2171	2081	8e-44	 163
J4276152	gi|14456617|Na-ATPase	100.00	36	0	0	84	119	2175	2140	6e-15	67.6
J4278745	gi|14456617|Na-ATPase	99.26	135	1	0	63	197	1097	1231	5e-68	 244
J4278745	gi|14456617|Na-ATPase	100.00	73	0	0	1	73	1231	1159	3e-35	 135
J4279159	gi|14456617|Na-ATPase	100.00	42	0	0	1	42	3950	3909	2e-18	78.7
J4279159	gi|14456617|Na-ATPase	100.00	37	0	0	39	75	3984	3948	1e-15	69.4
J4280782	gi|14456617|Na-ATPase	100.00	28	0	0	35	62	3704	3677	8e-11	52.8
J4281920	gi|14456617|Na-ATPase	95.31	64	3	0	1	64	2512	2449	8e-26	 102
J4283985	gi|14456617|Na-ATPase	100.00	32	0	0	1	32	3246	3215	5e-13	60.2
J4283985	gi|14456617|Na-ATPase	100.00	32	0	0	30	61	3361	3330	5e-13	60.2
J4290529	gi|14456617|Na-ATPase	100.00	44	0	0	41	84	1534	1577	1e-19	82.4
J4290529	gi|14456617|Na-ATPase	100.00	44	0	0	1	44	1577	1534	1e-19	82.4
J4291020	gi|32130540|psbO	100.00	41	0	0	3	43	911	871	3e-18	76.8
J4291021	gi|32130540|psbO	97.80	91	1	1	26	115	979	889	1e-41	 156
J4291021	gi|32130540|psbO	100.00	30	0	0	3	32	911	882	1e-11	56.5
J4292523	gi|32130540|psbO	98.77	81	1	0	1	81	788	868	2e-38	 145
J4296108	gi|14456617|Na-ATPase	98.67	150	2	0	36	185	3579	3430	9e-75	 267
